GeneSymbol	D3_ISO7_IEL_1	D3_ISO7_IEL_2	D4_ISO7_IEL_1	D4_ISO7_IEL_2
MS4A8	0	0	0	0
CCDC178	0	0	0	0
MS4A15	0	0	0	0
MAP1A	2.49	0.07	0	0
RCCD1	0	36.61	0	46.38
AKTIP	0	0	0	0
MAPRE2	19.72	12.61	0	695.48
EVA1C	0	0	0	0
TCP10L2	0	0	0	0
MARS	235.98	148.58	0	0
MBD6	3.14	0	0	0
CNPY4	0	0.48	0	0
PDIA3	73.06	4.25	0	0
NUDT21	3.87	118.45	0	0
NAT16	0	56.17	0	0
TERB2	0	0	0	0
NKX3-1	0.06	18.6	0	0
SGSM1	1.91	0	0	0
ENSG00000167046	0	0	0	0
DUSP18	0	0	0	0
TEF	0	0	0	0
MEI1	0	3.63	0	0
B4GALNT2	3.33	0	0	0
PBX3	0	2.51	0	0
GNGT2	0	0	0	0
PHB	111.36	66.19	0	0
SNRPD1	330.48	124.49	0	0
TTC16	0	0	0	0
SUN5	0	0	0	0
SAMD14	0	0	0	0
PIP5KL1	0	0	0	0
BPIFB6	0	0	0	0
TMEM92	0	0	0	0
FAM102A	74.34	82.03	0	53.15
ACSF2	0	0	0	0
GOLGA2	120.7	30.77	0	0
TRUB2	1.02	0	0	0
COQ4	0	0	0	0
SLC27A4	0	0	0	0
ANKRD40CL	0	0	0	0
URM1	0	125.01	0	0
CERCAM	0	0	0	0
DOLPP1	0	23.45	0	0
CCDC103	0	0	0	0
ENDOG	0	0	0	0
TBC1D21	0	0	0	0
PRRX2	0	0	0	0
UGT1A6	0	0	0	0
C15orf39	2.53	5.95	0	0
ISLR2	29.38	0	0	0
SP2	0	3.08	0	0
PRR15L	0	0	0	0
COQ7	0	0.89	0	21.14
GPRC5B	0	0	0	0
CRK	7.97	0	0	0
C16orf92	0	40.04	0	0
GOLGA6C	0	0	0	0
FBXO22	58.67	19.15	0	0
TBC1D2B	0.93	3.11	0	72.54
NOD2	0	21.95	0	0
SNX20	26.86	0	0	0
LOXHD1	0	0	0	0
KATNAL2	8.48	0	0	0
HDHD2	1.92	6.42	0	0
ZNF91	17.18	8.52	0	0
IGF2	6.82	0	0	0
RNF214	0.68	54.19	0	67.34
CDK12	53.89	19.36	0	162.2
DPEP2	10.57	0	0	0
DUS2	0	44.35	0	0
POP5	0	0	0	0
ENGASE	0	6.74	0	0
RBFOX3	0	0	0	0
ATP5MG	87.34	78.27	0	0
CD3D	306.56	2.51	0	559.99
TBC1D16	0	7.5	0	10.6
TEPSIN	0	0	0	0
MYO5B	7.02	0	0	0
ART5	0	0	0	0
ACAA2	8.31	0	0	0
STIM1	0.75	67.2	0	42.6
RRM1	192.66	25.67	0	0
OR51E2	0	0	0	0
TRIM68	0	0	0	0
MMP26	0	0	0	0
OR51B5	0.29	80.41	0	0
OR51I1	0	0	0	0
OR51Q1	0	0	0	0
FN3K	0	24.85	0	0
PRRT2	1.26	0	0	0
ZNF23	0	9.32	0	0
IRGQ	1.47	0	0	0
ZNF226	0	0	0	0
ZNF180	0	60.6	0	0
POM121L3P_ENSG00000167390	0	0	0	0
PPP2R3B	0	0	0	0
ZNF668	0	0	0	0
ZNF646	12.98	0	0	5.5
VKORC1	0.41	76.61	0	0
GNG8	0	0	0	0
LPO	0	0	0	0
CA4	0	0	0	0
SMG8	36.86	100.04	0	0
LINC00905	0	0	0	0
TPM4	95.3	104.18	0	137.54
RAB8A	62.88	9.7	0	111.93
GPX4	1116.07	745.46	2646.59	1619.53
MIDN	2.02	0	0	54.68
JSRP1	0	0	0	0
NIBAN3	0	0	0	0
KLHL26	0	0	0	0
GATAD2A	164.93	222.72	0	0
NOS2P2_ENSG00000167494	0	0	0	0
MVD	9.9	0	0	0
CDT1	60.52	0	0	0
TRAPPC2L	0	0	0	0
ANKRD11	70.21	83.14	0	94.53
SPATA33	0.18	0	0	5.47
RSKR	0	0	0	3.41
PROCA1	0	0	0	0
RPL13	842.92	781.76	0	1288.2
ZNF641	0.12	21.14	0	0
LALBA	0	0	0	0
CACNB3	1.64	0	0	18.94
DHRS13	0	0	0	0
TP53I13	29.99	0	0	0
KMT2D	103.81	18.44	0	25.17
CORO6	0	0	0	0
RHEBL1	0	0	0	0
TUBA1A	30.87	33.03	0	0
TUBA1C	48.93	309.55	0	117.56
ZNF610	0	0	0	0
ZNF528	0	0	0	0
ZNF701	0	10.96	0	0
SERTAD3	0	0	0	0
NCKAP5L	0	0	0	0
RAB4B	0	0	0	0
AQP2	0	0.17	0	0
GPD1	0	0	0	0
PROSER3	0	0	0	92.14
CYP2S1	0	0	0	0
AXL	6.97	0	0	0
NFKBID	27.38	0	0	0
TMC4	0	0	0	0
ANKRD33	4.71	0	0	0
LAIR1	0	0	0	0
TTYH1	4	0	0	0
LENG8	96.86	2.5	0	196.73
CDC42EP5	0	0	0	0
LAIR2	0	0	0	0
TMEM145	0	0	0	0
ZNF526	0	17.96	0	0
TRAPPC9	0.03	85.69	0	0
KIR3DL1	0	0	0	0
NLRP7	0	0	0	0
ZNF146	40.87	16.11	0	0
ZNF283	0	4.68	0	44.21
PPP1R14A	0	0	0	0
SPINT2	0	0	0	0
C19orf33	0	0	0	0
YIF1B	0	0	0	0
DNAAF3	0	0	0	0
PSCA	0	0	0	0
ATCAY	0	0	0	0
LY6D	0	0	0	0
DAPK3	13.9	0	0	52.85
EEF2	640.64	319.47	71.68	361.08
TMIGD2	0	26.52	0	0
CHAF1A	51.95	14.01	0	0
UBXN6	12.35	4.37	0	0
HDGFL2	0	81.69	0	36.45
PLIN4	0	0	0	0
SEMA6B	0	0	0	0
ZNF444	0	0	0	0
NXN	0	0	0	0
TLCD3A	0	0	0	0
GLOD4	392.84	0	0	0
MFSD3	0	0	0	0
GPT	0	0	0	0
KIFC2	0	0	0	15.96
SLC43A2	0	0	0	0
RILP	0	0	0	0
SERPINF2	0	0	0	0
WDR81	8.31	148.82	0	0
SRR	0	0	0	0
TSR1	4.79	21.36	0	0
TRPV3	4.3	0	0	45.69
HSD11B1L	0	0	0	0
CYB5D2	0	0	0	0
GGT6	0	0	0	0
C19orf48	0	13.64	0	0
KLK1	0	61.17	0	0
KLK4	0	0	0	0
KLK2	0	15.27	0	0
KLK5	0	0	0	0
KLK6	0	0	0	0
KLK11	0	0	0	0
KLK13	0	0	0	0
ZNF83	0	38.82	0	0
KRT80	0	0	0	0
KRT1	0	0	0	0
ACER1	0	0	0	0
OTUB1	26.45	41.11	0	0
RCOR2	0	0	0	0
ANGPTL4	0	0	0	61.04
ENSG00000167774	0	0	0	0
CD320	0	0	0	0
SPRYD3	17.11	31.58	0	134.88
IGFBP6	0	0	0	0
SOAT2	0	0	0	0
ZNF558	0	7.01	0	0
CABP2	0	0	0	0
NDUFV1	66.37	1.97	0	0
CDK2AP2	39.35	39.67	0	0
C3P1_ENSG00000167798	0	0	0	0
NUDT8	0	0	0	0
TBX10	0	0	0	0
ENSG00000167807	0	0	0	0
PRDX2	69.97	0	0	0
OR8J3	0	6.6	0	0
OR5I1	0	0	0	0
ZNF232	0	21.78	0	0
MIS12	17.29	0.15	0	0
CD300C	53.46	0	0	0
CD300A	0	0	0	0
TEKT1	0	0	0	0
HID1	0	8.39	0	0
MRPL58	0	0	0	0
ATP5PD	500.97	63.15	0	0
TMEM88	0	0	0	0
EVPL	0	0	0	0
SRP68	10.48	5.32	0	303.86
MGAT5B	0	0	0	0
TMC8	15.29	68.86	0	0
TK1	0.16	35.31	0	0
TMEM68	0	5.59	0	0
CYP7A1	0	19.28	0	0
AC090152.1	2.66	0	0	0
GSDMA	0	0	0	0
KRT24	0	0	0	0
TMEM99	0	0	0	0
GHDC	0	0	0	0
FAM234A	86.35	0	0	0.08
SOST	0	0	0	0
ZNF598	0	31.91	0	122.95
RAB26	0	0	0	0
MLST8	0	19.28	0	0
E4F1	9.1	0	0	0
DNASE1L2	0.2	21.48	0	0
ECI1	0	0	0	0
CASKIN1	0	0	0	0
ABCA3	0	0	0	0
KCTD5	0	0	0	0
SRRM2	137.57	303.31	0	221.44
ZNF597	0	0	0	0
NLRC3	19.61	14.88	0	0
SDHAF2	67.58	0	0	0
DDB1	111.64	323.99	0	34.16
VPS37C	11.1	0	0	0
VWCE	0	14.46	0	0
RAB3IL1	0	0	0	0
BEST1	34.73	0	0	0
FTH1	481.01	455.17	3482.31	645.32
BSCL2	0	6.26	0	0
POLR2G	0	63.51	0	0
SLC3A2	99.84	20.58	0	533.35
PLAAT5	0	0	0	0
SPINDOC	0	0	0	0
ATG16L2	0	0	0	0
C2CD3	24.49	22.61	0	0
TRANK1	3.28	14.05	0	2.18
TTC21A	0	0	0	0
RPSA	657.88	816.42	0	341.12
ENTPD3	0	0	0	0
CTNNB1	0.07	10.06	0	0
ULK4	2.07	0	0	467.89
FADD	21.86	0	0	0
LTBP3	7.78	40.81	0	0
NAALADL1	0	0	0	0
SAC3D1	0	0	0	0
BATF2	0	0	0	0
SLC22A11	0	0	0	0
SF1	366.41	389.49	0	77.58
MAP4K2	48.25	0	0	0
MAJIN	0	0	0	0
CCDC88B	4.82	49.43	0	3.92
SCARA3	0	0	0	0
PBK	0	0	0	0
SCARA5	0	0	0	0
PNOC	0	0	0	0
COPS6	106.83	16.11	0	6.21
PAFAH1B2	12.26	55.59	0	17.9
ANKS3	14.37	0	0	0
NUDT16L1	0	0	0	0
KIAA1586	4.05	0	0	0
RAB4A	76.72	9.02	0	22.99
ZNF355P_ENSG00000168122	0	0	0	0
OR1F1	0	0.14	0	0
OR2W6P_ENSG00000168126	0	0	0	0
DHFRP3_ENSG00000168129	0	0	0	0
OR2B2	0	0	0	0
KCNJ4	0	0	0	0
SETD5	50.33	168.88	0	0
VASN	26.45	0	0	22.9
FAM83B	0	0	0	0
HIST3H3	0	0	0	0
THAP9	0	0	0	0
OR2C1	40.25	0	0	0
RNF187	3.52	5.12	0	2.95
HOOK3	5.35	49.88	0	82.23
MAPK1IP1L	11.37	5.01	0	0
DDIT4	26.58	46.95	0	0
RBPJ	65.36	0	0	1.31
LMBRD1	0	0	0	0
ZCCHC4	2.49	0	1576.48	0
PTGDR	0	0	0	0
TTC39C	54.16	0	0	0
GLYCTK	24.63	5.28	0	0
GNG4	0	0	0	0
UBTD2	0	23.85	0	0
POLR2J3_ENSG00000168255	10	116.28	0	0
NKIRAS2	103.65	0	0	0
DNAJC7	56.97	34.54	135.69	0.86
KCNV2	0	0	0	0
IRF2BP2	0	5.5	0	0
PTF1A	0	0	0	0
NT5DC2	0	57.15	0	0
FOXI1	0	0	0	0
SMIM4	0	0	0	198.69
COA6	90	0	0	0
KIF5C	47.71	7.73	0	8.71
MGAT2	0	0	0	0
BMI1	142.72	24.76	0	0
THAP11	0	0	0	0
MMADHC	17.45	63.32	0	0
PDHB	0.65	306.83	0	1.88
PXK	0	54.83	0	23.12
HIST1H1E	682.47	636.84	0	501.28
PCMTD1	35.81	12.6	0	2.03
KCTD6	0	0	0	0
MPLKIP	0	2.93	0	0
ACOX2	0	0	0	0
FAM107A	0	0	0	0
IRF2	18.85	59.76	0	0
MOBP	7.96	0	0	0
CX3CR1	0	0	0	0
PPDPFL	0	0	0	0
XIRP1	2.19	0	0	0
INSM2	0	0	0	0
DEGS2	0	0	0	0
SCN11A	3.72	1.09	0	0
LINC00917	0	0	0	0
ARF4	0	217.82	0	0
SEPTIN2	42.45	116.9	0	9.57
FILIP1L	0	0	0	0
MFSD2A	0	0	0	0
DTYMK	2.91	0	0	0
TAP1	8.23	0	0	73.64
ING5	0	9.25	0	0
ATG4B	0	0	0	0
BDKRB2	0	0	0	1.65
MLKL	0	0	0	0
CMAHP_ENSG00000168405	0	0	0	0
RFWD3	5.07	6.63	380.23	0
MTNR1A	0	0	0	0
KCNG4	0	23.86	0	0
RHOH	19.17	0	0	0
KLHL30	0	0	0	0
COG7	0	36.76	0	0
CDC40	0	0.85	442.77	0
STIP1	235.25	154.83	0	43.18
SCNN1B	0	0	0	0
HR	0	0	0	0
TXNDC2	9.54	11.31	0	0
RAB31	16.67	0	0	0
REEP4	0	0	0	0
TNXB	301.93	0	0	0
LGI3	0	0	0	0
SFTPC	0	0	0	0
BMP1	0	68.87	0	0
ATXN2L	86.38	279.05	0	535.04
PHYHIP	0	0	0	0
CCDC110	0	0	0	0
POLR3D	1.79	26.09	0	22.09
FEN1	75.1	29.34	0	3.11
CAVIN2	0	0	0	0
MTCL1	2.89	3	0	0
GBX2	0	0	0	0
HJV	0	0	0	0
SCGB1D1	0	0	0	0
HEXIM2	20.57	0	0	0
FNTA	0.61	157.8	0	0
SERINC2	0	24.79	0	0
MYL1	0	0	0	0
TRAPPC11	54.21	35.22	0	339.13
CHRM1	0	0	0	0
COL3A1	11.59	0	0	0
GFRA2	0	0	0	0
ING2	75.02	0	0	131.4
CDKN2AIP	0.28	0	0	33.01
SNRNP48	13.38	7.63	0	0
TMEM223	0	0	0	0
SLC20A2	3.64	0	0	0
CRYGA	0	0	0	0
DYNLRB2	0	0	0	0
TMUB2	0	0	0	0
ADAM29	0	0	0	0
STAT3	129.08	62.37	0	158.29
ZSWIM1	4.16	0	0	0
ADAM9	0	0	0	0
ADAM18	0	0	0	0
GDNF	0	0	0	0
SPINT5P_ENSG00000168630	0	0	0	0
MUCL3	0	5.96	0	0
WFDC13	0	0	0	0
AXIN2	9.42	0	0	0
NDUFS5	702.06	213.64	0	0
VWA3B	0	0	0	0
ZNF30	0	0	0	0
UGT3A2	0	0	0	0
LRATD2	0	4.14	0	0
LDLRAD4	12.02	25.02	0	0
KCTD19	0.04	0	0	0
SLC16A4	12.44	0	0	0
IL7R	56.87	119.08	0	0
TMEM208	0	0	0	0
LRP1B	0	44.54	0	0
WFDC12	0	0	0	0
AHCYL1	18.88	8.08	0	0
DNAJC21	175.05	173.29	0	101.25
PKIG	46.05	66.73	0	0
NPNT	0	0	0	0
LINC01620	0	0	0	0
CA7	0	0	0	0
FAM178B	0	0	0	0
TSPY2	0	0	0	0
SEMA4C	0	0	0	0
CNNM3	0	10.49	0	0
GSTM4	4.15	0	0	17.67
TET2	33.54	9.9	0	513.38
CXXC4	0	4.08	0	0
TCTN2	0	0	0	0
SHOX2	0	0	0	0
PPIP5K1	61.11	0	0	0
TSPAN5	10.84	3.42	0	0
ABHD15	41.99	0	0	0
ZBTB5	0	0	0	0
CHTF8	0	2.16	0	0
ADAL	29.89	0	0	0
LCMT2	0	0	0	0
SNTB2	0.08	2.59	0	0
IL12A	0	0	0	0
ZNF507	7.54	0	0	0
STX18	160.02	35.55	0	0
NSG1	0	0.28	0	0
ZBTB49	153.36	0	0	0
GFM1	0.11	7.96	1539.29	38.65
OR13J1	0	0	0	0
HTR1E	0	0	0	0
FSTL5	0	0	0	0
TPTE2P5_ENSG00000168852	0	0	0	0
DDX19A	331.67	30.97	0	40.81
ATOH8	0	0	0	0
SOX14	0	0	0	0
ANKRD49	64.08	0	0	0
SFTPB	0	0	0	0
USP39	127.55	65.03	0	0
TNIP2	39.18	23.04	0	99.82
C2orf68	3.22	1.27	0	64.81
TMEM150A	0	0	0	0
RNF181	0	0	0	0
VAMP5	0	0	0	0
BTNL3	0	0	0	0
LRRC28	0	0	0	0
MAT2A	30.67	6.78	0	0
PLA2G4F	0	0	0	0
ENHO	0	0	0	0
ZNF608	0	0	0	0
SLC35G2	24.26	0	0	0
INPP5D	20.41	34.85	0	56.26
LETM1	0.32	2.98	0	0
CTRB1	0	23.73	0	0
CTRB2	0	0	0	0
TRIM49	0	0	0	0
TMEM129	0	0	0	0
PPIC	0	0	0	0
SPRY3	2.25	7.2	0	2.91
CEP120	0	9.88	0	0
STXBP6	0	0	0	0
TM4SF20	0	0	0	0
MFF	78.4	0	0	0
GRM5	0	0	0	160.13
LGALS9	85.92	16.62	0	0
PMCHL1_ENSG00000168967	0	0	0	0
JMJD7-PLA2G4B_ENSG00000168970	0	0	0	0
OR7E102P_ENSG00000168992	0	0	0	0
CPLX1	0	0	0	0
PXDC1	0	14.89	0	0
SIGLEC7	0	0	0	0
NTSR2	0	0	0	0
E2F6	0	0	0	0
FEM1B	17.12	0	0	0
COMMD8	3.75	0	663.28	0
ATP5ME	222.33	0	0	0
UQCRFS1	3.43	10.6	0	0
SLC49A3	0	0	0	0
COL4A3	18.96	6.94	0	24.95
MAP2K1	46.5	40.67	0	17.94
KLK7	0	0	0	0
PMCHL2_ENSG00000169040	0	0	0	0
HNRNPH1	351.21	229.98	3892.65	59.22
IRS1	0	5.42	0	0
MECP2	21.41	13.19	0	0.12
VCX3A	28.12	0	0	0
UPF3A	31.64	7.07	0	0
ZBBX	0	0	0	0
ACTBL2	0	0	0	0
ROR2	0	0	0	0
BRD7P3_ENSG00000169075	0	0	0	0
AR	1.18	1.3	0	0
DHRSX	0	0	0	0
VXN	0	97.21	0	0
HSPBAP1	0	0	0	0
ASMTL	11.51	0	0	0
SLC25A6	47.12	8.02	0	0
CHST14	0.54	0	0	0
PARM1	0	0	0	0
CSNK1G1	22.83	6.38	0	0
FAM110B	0	0	0	0
ARMC4	2.2	0	0	0
AFAP1L2	13.97	0.1	0	0
ZNF354A	0	0	0	0
ATF5	0	0	0	0
UBE2V2	0.17	0	0	0
GOT1L1	0	0	0	0
ZBTB43	1.23	9.96	0	0
ENSG00000169164	0	0	0	0
CPT1C	0	0	0	0
PCSK9	0	0	0	0
XPO6	103.44	15.28	0	0
GSG1L	0	49.57	0	0
MN1	0.06	30.42	0	0
APEX2	0	23.07	0	6.46
NSMCE1	106.95	24.42	1282.94	0
CCDC126	0	19.24	0	0
IL13	0	0	0	0
NPIPB12	57.09	2.83	0	297.88
OR10G3	0	0	0	0
RAB3B	12.32	8.12	0	0
OR6F1	0	0	0	0
CD2BP2	32.91	0.11	1432.99	172.89
RSPO1	0	0	0	0
RGS14	0	0	0	0
TBC1D10B	12.02	31.68	0	0
LMAN2	55.82	48.67	0	4.96
GCSAML	0	0	0	0
RAB24	0	85.7	0	90.45
PRELID1	147.1	53.28	0	88.07
THBS3	0	68.87	0	60.1
CA5B	43.13	0	0	0
SLC50A1	136.87	0.48	0	0
EFNA1	0	0	0	0
CXCL10	1.87	0	0	0
NPIPB3	2.84	79.6	0	328.04
SH3TC2	16.17	2.91	0	0
CXCL11	0	0	0	0
ZRSR2	32.81	129.89	0	0
NMD3	17.72	0	0	0
ADRB2	0	0	0	0
RPL36P14_ENSG00000169253	0	0	0	0
B3GALNT1	14.87	0	0	0
GPRIN1	0	0	0	0
HSPB3	0	0	0	0
KCNAB1	0	0	0	0
MRPL1	0	1.15	0	0
SHE	0.98	0	0	0
NR0B1	0	0	0	0
PGM2	0	0	0	0
STK32A	0	9.81	0	0
IL1RAPL1	15.54	0	0	0
P2RY12	0	0	0	0
C22orf15	0	0	0	0
GUSBP12_ENSG00000169325	0	0	0	0
OR5AU1	0	0	0	0
MINAR1	12.62	0	0	0
PDILT	0	0	0	0
UMOD	0	0	0	0
GP2	0	0	0	0
SLC33A1	0	0	0	0
SNUPN	117.86	14.61	0	0
CRADD	0	0	0	0
SIN3A	3.3	18.67	0	41.33
ARL13B	11.97	10.99	0	0
RNASE2	0	0	0	0
ELSPBP1	0	0	0	0
RNASE3	0	0	0	0
PTK2	40.13	0	0	0
RSPH10B2	0	8.31	0	0
PTAFR	3.51	0	0	0
PTPN9	0	0.36	0	0
RNASE6	0	0	0	0
NPR1	0	0	0	0
KCNK9	0	0	0	0
CXCL8	0	0	0	0
SCN9A	0	0	0	0
RASSF6	0	0	0	0
COL22A1	0	17.17	0	0
SDC2	0	0	0	0
CD52	152.78	0	0	0
MMGT1	4.15	0	0	0
SPRR1B	0	0	0	0
SPRR1A	0	0	0	0
OR4K14	0	0	0	0
OR4K15	0	0	0	0
TM2D2	1.91	0	0	0
HTRA4	0	0	0	0
PLEKHA2	3.5	0.55	0	0
CLIC4	10.11	0	0	0
SLC38A11	1.32	0	0	0
GPR183	8.63	0	0	0
CRCT1	0	0	0	0
CCDC8	0	0	0	0
METTL15	0	26.46	0	77.03
ZNF280A	14.08	0	0	0
MUC15	0	0	0	0
CT55	0	0	0	0
ZEB2	57.58	2.66	0	661.77
GJB1	0	0.09	0	0
PCBP1	98.48	206.5	133.52	0
HINT1	104.27	58.68	0	119.59
DTWD2	0	0.74	0	0
VPREB1	0	0	0	0
CLIC3	0	0	0	0
INO80E	148.17	10.55	0	0
BNC1	2.52	0	0	0
DFFB	0	0	0	0
NFU1	0.7	0	0	0
ANTXR1	0	53.17	0	0
GKN1	0	0	0	0
CKAP2L	0	0	0	0
C15orf40	0.67	0.03	0	0
RAMAC	41.97	0	0	0
PROKR1	0	0	0	0
APLF	3.89	0	0	0
BOLA2B	612.68	5.39	0	0
RGPD8	0	0	0	0
HIC2	0	27.65	0	0
LUZP1	4.52	16.9	0	8.57
HEXD	0	0	0	0
BCRP6_ENSG00000169662	0	0	0	0
BCRP2_ENSG00000169668	0	0	0	0
DRD5	0	0	0	0
BUB1	475.82	0	0	0
SPNS1	0	0	0	0
LRRC45	0	0	0	0
CHRNA5	0	0	0	0
MT1B	0	0	0	0
CENPX	0	0	0	0
AGPAT2	0	0	0	0
ASPSCR1	0	0	0	0
GP9	0	0	0	0
FASN	10.82	5.67	0	0
CNBP	251.15	367.54	0	302.55
MT1E	0	0	0	0
ACTRT2	0	0	0	0
DUS1L	121.08	0	0	0
GPS1	71.38	203.74	0	13.24
RFNG	0	0	0	0
DCXR	0	0	0	0
ZNF32	0	0	0	0
LDB2	0	41.09	0	0
RAC3	0	0	0	0
NRG4	0	28.63	0	0
LIMS1	2.46	0	0	0
TMEM266	0	0	0	0
NLGN1	0.01	0	0	0
TAPT1	0	3.34	0	14.72
PRYP3	0	0	0	0
UGP2	12.56	0	0	105.69
TAS2R1	0	0	0	0
LINGO1	5.62	0	0	0
PRY	0	0	0	0
RBMY1F	0	0	0	0
PRY2	0	0	0	0
RBMY1HP_ENSG00000169811	0	0	0	0
HNRNPF	339.56	401.73	0	89.2
BTD	0	16.26	0	0
CSGALNACT2	0	0	0	0
TACR3	0	0	0	0
GSX1	0	0	0	0
TSPY14P_ENSG00000169849	0	0	0	0
PCDH7	0	0	0	0
ROBO1	0	0	0	0
ONECUT1	0	0	0	0
AVEN	0	0	0	61.64
P2RY1	11.97	3.58	0	0
CTNND2	0	0	0	0
TRIM56	7.03	3.35	32.19	3.87
MUC17	0	0	0	0
AHSP	0	0	0	0
WNT10B	0	0	0	0
CALML6	0	0	0	0
REPS2	1.64	3.64	0	0
MUC3A	7.78	13.65	0	0
SYAP1	7.34	4.13	624.21	0
ITGAM	0	0	0	0
PYDC1	0	0	0	0
TPST1	0	15.52	0	0
TM4SF4	460.57	0	0	0
TOR1AIP2	1.74	7.64	0	25.97
S100G	0	0	0	0
TM4SF1	0	0	0	0
OTUD3	0.03	6.43	0	0
OTUD7A	0	0	0	0
GUSB	9.8	0	0	0
BRD3	4.73	156.63	0	0
KLF13	4.67	7.49	0	0
FRMPD4	0	0	0	0
ZFPM2	0	0	0	0
ZNF764	15.24	0	0	124.05
HSFY2	0	0	0	0
ZNF747	0	0	0	0
ZNF768	0	0	0	0
TAS1R3	0	0	0	0
TMEM42	0	0	0	0
MAP3K2	2.27	5.08	0	18.87
PUSL1	0	0	0	0
SF3B5	184.66	0	0	0
ZNF35	0	0	0	0
TIGD4	0	0	0	0
IFFO2	25.83	25.58	0	18.75
NLGN2	0	0	0	0
MYO7B	0	0	0	0
CHD3	166.57	11.43	0	15.56
TMEM154	6.77	9.08	0	0
MYRIP	0	0	0	0
ALCAM	0	0	0	0
YWHAG	32.95	39.04	0	0
UBE2E3	0	0	0	0
CNTROB	36.89	27.43	0	0
TRAPPC1	0	0	0	0
ZPLD1	0	0	0	0
KCNAB3	0	0	0	0
SERPINA9	0	0	0	0
FAM153A	0	0	0	0
GPR37L1	0	0	0	0
SIMC1	3.41	0	0	47.85
TMEM192	0	0	0	0
ENSG00000170089	0	0	0	0
NSG2	0	0	0	0
SPDYE5	0	0	0	0
SERPINA6	0	0	0	0
ZNF778	0.69	2.19	0	2.62
NIPA1	41.57	34.89	96.57	0
FOXD4	0	0	0	0
GPR25	0	0	0	0
UBE2E1	0	19.46	0	0
HNRNPA3	290.68	395.74	0	0
SIK2	0.67	7.56	0	27.83
RNF150	1.92	14.78	0	0
CCDC144A	1.09	7.14	0	0
AL512625.1	67.93	0.26	0	0
VGLL2	0	0	0	0
HOXD4	0	0	0	0
CHRNB1	0	61.54	0	0
HOXD12	0	0	0	0
GYPA	0	0	0	0
USP38	2.17	0	0	0
SLC16A5	0	0	0	0
NANP	13.06	2.78	0	0
ANKK1	0	0	0	0
ADRA1B	0	0	0	0
ADPRM	0	0	0	0
FABP6	0	0	0	0
PWWP2A	13.9	6.63	0	0
USP50	3.49	406.85	0	0
USP47	49.55	349.72	145.38	0
PDCD6IP	109.2	0	0	0
MRGPRX1	0.16	0	0	0
ZNF212	0	65.91	0	0
MRAP	0	0	0	0
FAM161A	3.13	0	0	0
ZNF282	0	0	0	0
GLB1	9.01	0	0	0
GON7	0	0	0	0
FAXDC2	0	0	0	0
CRTAP	1	6.29	0	0
HSPB2	0	0	0	0
C7orf33	0	0	0	0
CNGB3	0	33.24	0	0
SLN	0	0	0	0
ELP5	21.57	21.14	0	0
CMTM8	0	0	0	0
GABARAP	0	56.65	0	0
LGALS9B	0	0	0	0
STX8	83.81	0	0	0
CDK1	0	0	0	0
UBB	911.01	797.56	0	0
NFRKB	0	28.3	0	9.73
FABP4	0	0	0	0
FRMPD2	0	0	0	0
PRDM10	7.79	0	1001.9	0
B3GNT2	21.63	0	0	0
FOS	0.68	0	0	0
TMED10	40.32	221.77	0	34.5
OR2A20P_ENSG00000170356	27.83	0	0	0
SETMAR	0	35.99	0	0
SMAD1	0	0	0	0
CST5	0	0	0	0
CST2	0	0	0	0
EMX2	0	0	0	0
CST1	0	0	0	0
SP7	0	0	0	0
TCAF2	12.48	14.16	0	0
SEMA3E	1.06	0.14	0	0
LRRN2	0	0	0	0
SLC30A1	2.38	0	0	0
DCLK2	0	0	0	0
ZNF804A	0	0	0	0
ENSG00000170409	0	0	0	0
GPRC5C	20.47	0	0	0
TMEM182	0	0	0	0
VSTM2A	0	0	0	0
KRT8	4.68	16.12	0	0
KRT78	21.21	0	0	0
ADORA2B	0	0	0	0
SDR9C7	0	2.03	0	0
MGMT	0	0	0	0
METTL7B	0	0	0	0
KRT86	0	0	0	0
HARS	0.3	74.75	0	0
NFXL1	0	0	0	0
KRT75	0	0	0	0
DENND5B	25.57	0	0	0
CD14	0	0	0	0
DNAJC18	0	0	0	0
KRT6C	0	0	0	0
RIOX1	2.59	0	0	0
SPATA24	0	0	0	0
RALGAPB	16.96	10.33	0	3.43
PYM1	0	133.19	0	0
MZB1	0	0	0	0
KRT4	58.24	0	0	0
SLC23A1	0	0	0	0
KRT74	2.55	0	0	0
NPAS2	0	0	0	0
KRT72	0	0	0	0
KISS1	0	0	0	0
LONRF2	0	0	0	0
NUDT9	0	20.91	0	0
HSD17B13	0	0	0	0
PA2G4	272.64	173.29	0	0
COX7B2	0	0	0	0
ELOVL6	4.32	0	0	0
KRT83	0	0	0	0
PFKFB3	3.03	10.17	0	0
TMC7	0	5.32	0	0
ARL6IP1	249.37	56.23	0	0
SERPINB9	0	7.95	0	0
SMAGP	25.13	0	0	0
IRX1	0	0	0	0
CDH2	0	0	0	0
IRX2	0	0	0	0
EMB	24.52	0.09	0	0
SIX2	0	0	0	0
DLGAP1	0.22	9.45	0	0
STAT2	0.67	25.58	0	0
NUDCD2	0	0	0	0
IRF2BP1	0	0	0	0
OR9K2	0	0	0	0
HSPA4	160.87	75.1	0	93.19
FOXA3	0	0	0	0
FAM71B	13.85	0	0	0
SLC26A5	0	0	0	0
